film_title,category_name,customer_name,store_location,rental_date,customer_total_for_film
SPICE SORORITY,Drama,RICKY SHELBY,"Woodridge, Australia",2005-08-21 20:48:05,4.99
ALADDIN CALENDAR,Sports,RODNEY MOELLER,"Woodridge, Australia",2005-08-21 20:49:21,4.99
FIDDLER LOST,Sci-Fi,LINDA WILLIAMS,"Lethbridge, Canada",2005-08-21 20:50:48,8.99
SABRINA MIDNIGHT,Children,RALPH MADRIGAL,"Woodridge, Australia",2005-08-21 20:53:40,4.99
TITANIC BOONDOCK,Animation,CARL ARTIS,"Lethbridge, Canada",2005-08-21 21:00:03,10.99
TEXAS WATCH,Horror,CAROLINE BOWMAN,"Lethbridge, Canada",2005-08-21 21:02:22,0.99
MADRE GABLES,Games,LYDIA BURKE,"Lethbridge, Canada",2005-08-21 21:02:55,2.99
WOLVES DESIRE,Travel,TRACY HERRMANN,"Lethbridge, Canada",2005-08-21 21:04:42,0.99
ORANGE GRAPES,Foreign,DARRYL ASHCRAFT,"Woodridge, Australia",2005-08-21 21:06:29,5.99
NETWORK PEAK,Family,MAUREEN LITTLE,"Woodridge, Australia",2005-08-21 21:07:23,4.99
HARRY IDAHO,Drama,JOHN FARNSWORTH,"Lethbridge, Canada",2005-08-21 21:07:59,9.99
HILLS NEIGHBORS,Action,SERGIO STANFIELD,"Lethbridge, Canada",2005-08-21 21:15:23,4.99
HOOK CHARIOTS,Animation,MIGUEL BETANCOURT,"Lethbridge, Canada",2005-08-21 21:22:07,2.99
DYNAMITE TARZAN,Classics,MAUREEN LITTLE,"Woodridge, Australia",2005-08-21 21:22:56,0.99
ROBBERY BRIGHT,Family,ELEANOR HUNT,"Lethbridge, Canada",2005-08-21 21:27:24,0.99
ACADEMY DINOSAUR,Documentary,DIANNE SHELTON,"Woodridge, Australia",2005-08-21 21:27:43,3.99
WIFE TURN,Documentary,BECKY MILES,"Woodridge, Australia",2005-08-21 21:28:18,6.99
STAR OPERATION,Sports,BRANDON HUEY,"Lethbridge, Canada",2005-08-21 21:30:39,2.99
SHOOTIST SUPERFLY,Drama,PATRICK NEWSOM,"Lethbridge, Canada",2005-08-21 21:39:25,0.99
TIMBERLAND SKY,Classics,AUSTIN CINTRON,"Woodridge, Australia",2005-08-21 21:41:57,1.99
SHOOTIST SUPERFLY,Drama,JOHNNY TURPIN,"Woodridge, Australia",2005-08-21 21:43:53,0.99
UNITED PILOT,Documentary,JOE GILLILAND,"Woodridge, Australia",2005-08-21 21:50:51,6.99
SECRETS PARADISE,Family,HUGH WALDROP,"Woodridge, Australia",2005-08-21 21:53:47,4.99
WEREWOLF LOLA,Action,MIKE WAY,"Lethbridge, Canada",2005-08-21 22:02:08,4.99
WYOMING STORM,New,NATALIE MEYER,"Lethbridge, Canada",2005-08-21 22:08:52,4.99
MOCKINGBIRD HOLLYWOOD,Action,DUSTIN GILLETTE,"Woodridge, Australia",2005-08-21 22:15:36,0.99
MADISON TRAP,Documentary,VIOLET RODRIQUEZ,"Lethbridge, Canada",2005-08-21 22:16:57,4.99
EYES DRIVING,Sci-Fi,MICHELE GRANT,"Woodridge, Australia",2005-08-21 22:21:49,2.99
HIGHBALL POTTER,Foreign,MAURICE CRAWLEY,"Lethbridge, Canada",2005-08-21 22:22:29,0.99
BORN SPINAL,Travel,MANUEL MURRELL,"Lethbridge, Canada",2005-08-21 22:22:33,4.99
DARN FORRESTER,Action,VIRGINIA GREEN,"Woodridge, Australia",2005-08-21 22:25:09,4.99
AUTUMN CROW,Games,AMBER DIXON,"Lethbridge, Canada",2005-08-21 22:25:53,5.99
HAROLD FRENCH,Drama,SHEILA WELLS,"Lethbridge, Canada",2005-08-21 22:27:11,0.99
RIDGEMONT SUBMARINE,New,ROLAND SOUTH,"Woodridge, Australia",2005-08-21 22:29:13,5.99
TAXI KICK,Music,MAUREEN LITTLE,"Woodridge, Australia",2005-08-21 22:33:22,0.99
GRAFFITI LOVE,Sci-Fi,ANDREW PURDY,"Woodridge, Australia",2005-08-21 22:35:33,2.99
CHAMBER ITALIAN,Music,MILDRED BAILEY,"Lethbridge, Canada",2006-02-14 15:16:03,0.0
PANTHER REDS,Sci-Fi,LEE HAWKS,"Lethbridge, Canada",2005-08-21 22:39:01,4.99
ZOOLANDER FICTION,Children,PATRICIA JOHNSON,"Lethbridge, Canada",2005-08-21 22:41:56,5.99
CONFIDENTIAL INTERVIEW,Music,GINA WILLIAMSON,"Lethbridge, Canada",2005-08-21 22:45:21,6.99
WASH HEAVENLY,Foreign,OLGA JIMENEZ,"Woodridge, Australia",2005-08-21 22:53:01,4.99
PULP BEVERLY,Horror,SONIA GREGORY,"Lethbridge, Canada",2005-08-21 22:54:02,4.99
GOODFELLAS SALUTE,Sci-Fi,ANDREA HENDERSON,"Lethbridge, Canada",2005-08-21 23:02:02,7.99
DALMATIONS SWEDEN,Drama,WILLIAM SATTERFIELD,"Woodridge, Australia",2005-08-21 23:09:32,5.99
DRIVING POLISH,Music,VANESSA SIMS,"Lethbridge, Canada",2005-08-21 23:11:23,7.99
ELEMENT FREDDY,Comedy,NICHOLAS BARFIELD,"Lethbridge, Canada",2005-08-21 23:11:42,5.99
HALF OUTFIELD,Family,GAIL KNIGHT,"Lethbridge, Canada",2005-08-21 23:11:43,2.99
LEAGUE HELLFIGHTERS,Classics,RHONDA KENNEDY,"Woodridge, Australia",2005-08-21 23:17:26,7.99
CREATURES SHAKESPEARE,Games,JEFFREY SPEAR,"Woodridge, Australia",2005-08-21 23:18:08,3.99
CARRIE BUNCH,Horror,BOBBIE CRAIG,"Lethbridge, Canada",2005-08-21 23:21:23,0.99
DRIVING POLISH,Music,JORGE OLIVARES,"Woodridge, Australia",2005-08-21 23:23:37,4.99
LESSON CLEOPATRA,Sports,WALTER PERRYMAN,"Woodridge, Australia",2005-08-21 23:24:52,3.99
STING PERSONAL,New,NICHOLAS BARFIELD,"Lethbridge, Canada",2005-08-21 23:28:58,11.99
MISSION ZOOLANDER,Animation,SAM MCDUFFIE,"Lethbridge, Canada",2005-08-21 23:30:28,6.99
UNFORGIVEN ZOOLANDER,Sci-Fi,MARY SMITH,"Lethbridge, Canada",2005-08-21 23:33:57,0.99
FLINTSTONES HAPPINESS,Comedy,VICTORIA GIBSON,"Lethbridge, Canada",2005-08-21 23:34:00,11.99
ENCINO ELF,Games,ERIK GUILLEN,"Woodridge, Australia",2005-08-21 23:37:47,0.99
NEIGHBORS CHARADE,Sports,RICKY SHELBY,"Woodridge, Australia",2005-08-21 23:40:28,1.99
COMA HEAD,Travel,HARVEY GUAJARDO,"Lethbridge, Canada",2005-08-21 23:42:20,4.99
EFFECT GLADIATOR,Family,JUDY GRAY,"Woodridge, Australia",2005-08-21 23:43:00,2.99
SAMURAI LION,New,IVAN CROMWELL,"Woodridge, Australia",2005-08-21 23:44:53,3.99
HALF OUTFIELD,Family,LAWRENCE LAWTON,"Woodridge, Australia",2006-02-14 15:16:03,0.0
PAJAMA JAWBREAKER,Classics,STEVE MACKENZIE,"Woodridge, Australia",2005-08-21 23:47:16,1.99
MOB DUFFEL,Drama,VALERIE BLACK,"Lethbridge, Canada",2005-08-21 23:50:15,3.99
TELEMARK HEARTBREAKERS,Animation,NORMAN CURRIER,"Lethbridge, Canada",2005-08-21 23:50:39,5.99
MANCHURIAN CURTAIN,Family,MARVIN YEE,"Woodridge, Australia",2005-08-21 23:50:57,2.99
PRINCESS GIANT,Documentary,MATTIE HOFFMAN,"Woodridge, Australia",2005-08-21 23:52:32,4.99
TELEMARK HEARTBREAKERS,Animation,BRYAN HARDISON,"Woodridge, Australia",2005-08-21 23:53:07,2.99
SATURDAY LAMBS,Sports,HELEN HARRIS,"Lethbridge, Canada",2005-08-21 23:53:35,4.99
BANGER PINOCCHIO,Music,ALAN KAHN,"Lethbridge, Canada",2005-08-21 23:55:50,2.99
INTERVIEW LIAISONS,New,EARL SHANKS,"Lethbridge, Canada",2005-08-21 23:56:30,5.99
GRAPES FURY,Foreign,STACEY MONTGOMERY,"Lethbridge, Canada",2005-08-22 00:17:20,0.99
RULES HUMAN,Horror,STEPHEN QUALLS,"Lethbridge, Canada",2005-08-22 00:21:57,4.99
BRIDE INTRIGUE,Action,EDITH MCDONALD,"Lethbridge, Canada",2005-08-22 00:23:13,0.99
HOPE TOOTSIE,Classics,JORDAN ARCHULETA,"Lethbridge, Canada",2005-08-22 00:24:37,2.99
OZ LIAISONS,Animation,WAYNE TRUONG,"Woodridge, Australia",2005-08-22 00:24:42,2.99
MILLION ACE,Classics,MARTHA GONZALEZ,"Lethbridge, Canada",2005-08-22 00:25:59,6.99
HILLS NEIGHBORS,Action,AMBER DIXON,"Lethbridge, Canada",2005-08-22 00:27:59,2.99
DESPERATE TRAINSPOTTING,Travel,JIMMY SCHRADER,"Lethbridge, Canada",2005-08-22 00:34:17,6.99
FLYING HOOK,Animation,EDWARD BAUGH,"Woodridge, Australia",2005-08-22 00:35:55,4.99
WESTWARD SEABISCUIT,Classics,EARL SHANKS,"Lethbridge, Canada",2005-08-22 00:36:41,1.99
VAMPIRE WHALE,New,MICHELE GRANT,"Woodridge, Australia",2005-08-22 00:37:57,7.99
BOUND CHEAPER,Classics,BERTHA FERGUSON,"Lethbridge, Canada",2005-08-22 00:39:31,1.99
DARKNESS WAR,Drama,MARIO CHEATHAM,"Lethbridge, Canada",2005-08-22 00:40:49,4.99
DRAGONFLY STRANGERS,New,KELLY KNOTT,"Lethbridge, Canada",2005-08-22 00:41:24,4.99
ENCOUNTERS CURTAIN,Drama,ALEX GRESHAM,"Woodridge, Australia",2005-08-22 00:44:57,0.99
SECRETARY ROUGE,Sports,JESSIE MILAM,"Lethbridge, Canada",2005-08-22 00:46:18,4.99
CLASH FREDDY,Animation,RAFAEL ABNEY,"Lethbridge, Canada",2005-08-22 00:48:23,2.99
BLOOD ARGONAUTS,Family,NORMA GONZALES,"Lethbridge, Canada",2005-08-22 00:51:25,1.99
BIRCH ANTITRUST,Music,RUBY WASHINGTON,"Woodridge, Australia",2005-08-22 00:57:43,4.99
GLEAMING JAWBREAKER,Sports,NICHOLAS BARFIELD,"Lethbridge, Canada",2005-08-22 00:58:35,4.99
DOLLS RAGE,Sci-Fi,MELANIE ARMSTRONG,"Lethbridge, Canada",2005-08-22 01:00:42,2.99
HOPE TOOTSIE,Classics,LORI WOOD,"Lethbridge, Canada",2005-08-22 01:08:34,2.99
GATHERING CALENDAR,Games,HEATHER MORRIS,"Lethbridge, Canada",2005-08-22 01:09:04,0.99
VALLEY PACKER,Comedy,STACEY MONTGOMERY,"Lethbridge, Canada",2005-08-22 01:10:32,1.99
ROCKETEER MOTHER,Foreign,APRIL BURNS,"Lethbridge, Canada",2005-08-22 01:11:37,0.99
DURHAM PANKY,Sports,GEORGE LINTON,"Lethbridge, Canada",2005-08-22 01:12:44,4.99
TIGHTS DAWN,Sports,CHRISTIAN JUNG,"Lethbridge, Canada",2005-08-22 01:15:51,1.99
ODDS BOOGIE,Family,CURTIS IRBY,"Woodridge, Australia",2005-08-22 01:17:19,2.99
FERRIS MOTHER,Comedy,JULIE SANCHEZ,"Lethbridge, Canada",2005-08-22 01:18:37,2.99
POTTER CONNECTICUT,Animation,JOAN COOPER,"Lethbridge, Canada",2005-08-22 01:20:19,4.99
NETWORK PEAK,Family,JULIE SANCHEZ,"Lethbridge, Canada",2005-08-22 01:21:14,5.99
CHRISTMAS MOONSHINE,Children,ANGEL BARCLAY,"Lethbridge, Canada",2005-08-22 01:24:42,0.99
TRAIN BUNCH,Horror,EDUARDO HIATT,"Lethbridge, Canada",2005-08-22 01:27:51,4.99
FIREBALL PHILADELPHIA,Comedy,MARY SMITH,"Lethbridge, Canada",2005-08-22 01:27:57,4.98
TARZAN VIDEOTAPE,Horror,BRADLEY MOTLEY,"Lethbridge, Canada",2005-08-22 01:32:14,2.99
JUGGLER HARDLY,Animation,BONNIE HUGHES,"Woodridge, Australia",2005-08-22 01:32:32,5.99
TOMORROW HUSTLER,Classics,RONALD WEINER,"Woodridge, Australia",2005-08-22 01:34:05,4.99
SHIP WONDERLAND,Documentary,KELLY KNOTT,"Lethbridge, Canada",2005-08-22 01:35:37,2.99
ROCKY WAR,Drama,BERTHA FERGUSON,"Lethbridge, Canada",2005-08-22 01:40:49,4.99
HANKY OCTOBER,Sci-Fi,RAMON CHOATE,"Woodridge, Australia",2005-08-22 01:43:29,4.99
PITTSBURGH HUNCHBACK,Family,PATSY DAVIDSON,"Woodridge, Australia",2005-08-22 01:45:58,6.99
COLDBLOODED DARLING,Sci-Fi,STANLEY SCROGGINS,"Woodridge, Australia",2005-08-22 01:49:07,5.99
VAMPIRE WHALE,New,JEFF EAST,"Woodridge, Australia",2005-08-22 01:52:26,4.99
CALENDAR GUNFIGHT,Foreign,STANLEY SCROGGINS,"Woodridge, Australia",2005-08-22 01:57:34,4.99
EGG IGBY,Documentary,JUSTIN NGO,"Woodridge, Australia",2005-08-22 01:58:42,5.99
TALENTED HOMICIDE,Sports,ERNEST STEPP,"Woodridge, Australia",2005-08-22 02:03:30,0.99
ALI FOREVER,Horror,MISTY LAMBERT,"Woodridge, Australia",2005-08-22 02:12:44,4.99
STAR OPERATION,Sports,CHRISTOPHER GRECO,"Lethbridge, Canada",2005-08-22 02:13:48,5.99
PARADISE SABRINA,Comedy,LARRY THRASHER,"Woodridge, Australia",2005-08-22 02:13:51,4.99
BORN SPINAL,Travel,VERA MCCOY,"Lethbridge, Canada",2005-08-22 02:14:19,4.99
ROCK INSTINCT,Horror,SAMANTHA DUNCAN,"Woodridge, Australia",2005-08-22 02:15:26,2.99
DREAM PICKUP,Action,STACY CUNNINGHAM,"Woodridge, Australia",2005-08-22 02:20:44,2.99
JUGGLER HARDLY,Animation,ALBERT CROUSE,"Lethbridge, Canada",2005-08-22 02:25:53,0.99
SHAKESPEARE SADDLE,Sports,CRAIG MORRELL,"Woodridge, Australia",2005-08-22 02:26:33,5.99
GODFATHER DIARY,New,BRITTANY RILEY,"Woodridge, Australia",2005-08-22 02:27:32,8.99
REQUIEM TYCOON,Classics,MEGAN PALMER,"Woodridge, Australia",2005-08-22 02:31:51,4.99
TRACY CIDER,Animation,CONSTANCE REID,"Woodridge, Australia",2005-08-22 02:42:39,0.99
INTENTIONS EMPIRE,Animation,DARRELL POWER,"Woodridge, Australia",2005-08-22 02:46:35,2.99
FAMILY SWEET,Horror,JEFF EAST,"Woodridge, Australia",2005-08-22 02:47:07,2.99
HALL CASSIDY,Children,MELVIN ELLINGTON,"Lethbridge, Canada",2005-08-22 02:48:05,4.99
SATISFACTION CONFIDENTIAL,Sports,LORI WOOD,"Lethbridge, Canada",2005-08-22 02:51:41,7.99
COMMAND DARLING,Foreign,BERNARD COLBY,"Lethbridge, Canada",2005-08-22 02:57:04,7.99
NOTORIOUS REUNION,Documentary,LEON BOSTIC,"Lethbridge, Canada",2005-08-22 02:57:06,0.99
SPICE SORORITY,Drama,NORMA GONZALES,"Lethbridge, Canada",2005-08-22 03:06:38,4.99
METROPOLIS COMA,Sci-Fi,MICHEAL FORMAN,"Lethbridge, Canada",2005-08-22 03:11:35,6.99
BEAST HUNCHBACK,Classics,GRACE ELLIS,"Woodridge, Australia",2005-08-22 03:14:46,4.99
WAR NOTTING,Foreign,ERIN DUNN,"Woodridge, Australia",2005-08-22 03:15:01,4.99
INVASION CYCLONE,Children,CECIL VINES,"Lethbridge, Canada",2005-08-22 03:23:20,2.99
DAUGHTER MADIGAN,Children,HELEN HARRIS,"Lethbridge, Canada",2005-08-22 03:23:41,8.99
SEABISCUIT PUNK,Sports,GEORGE LINTON,"Lethbridge, Canada",2005-08-22 03:31:06,5.99
GUN BONNIE,Games,NINA SOTO,"Lethbridge, Canada",2005-08-22 03:32:05,0.99
STRANGERS GRAFFITI,Horror,DUANE TUBBS,"Woodridge, Australia",2005-08-22 03:34:39,14.98
SLACKER LIAISONS,Drama,ELLA OLIVER,"Woodridge, Australia",2005-08-22 03:39:29,4.99
EAGLES PANKY,New,MARIO CHEATHAM,"Lethbridge, Canada",2006-02-14 15:16:03,4.99
INTERVIEW LIAISONS,New,ELEANOR HUNT,"Lethbridge, Canada",2005-08-22 03:42:12,5.99
BABY HALL,Foreign,FRANCIS SIKES,"Woodridge, Australia",2005-08-22 03:47:39,4.99
HOLOCAUST HIGHBALL,Children,SAMANTHA DUNCAN,"Woodridge, Australia",2005-08-22 03:55:02,0.99
OUTLAW HANKY,Travel,KURT EMMONS,"Lethbridge, Canada",2005-08-22 03:57:08,4.99
IMPOSSIBLE PREJUDICE,Foreign,CAROLINE BOWMAN,"Lethbridge, Canada",2005-08-22 03:58:29,5.99
VIRGIN DAISY,Drama,CARLOS COUGHLIN,"Lethbridge, Canada",2005-08-22 03:59:01,4.99
ALAMO VIDEOTAPE,Foreign,LEE HAWKS,"Lethbridge, Canada",2005-08-22 04:04:31,3.99
ROBBERS JOON,Children,LOIS BUTLER,"Woodridge, Australia",2005-08-22 04:09:18,2.99
GALAXY SWEETHEARTS,Classics,JAMES GANNON,"Woodridge, Australia",2005-08-22 04:10:10,4.99
CAMELOT VACATION,Sci-Fi,ARTHUR SIMPKINS,"Lethbridge, Canada",2005-08-22 04:10:49,5.99
BEHAVIOR RUNAWAY,Horror,MAURICE CRAWLEY,"Lethbridge, Canada",2005-08-22 04:11:02,6.99
PERFECT GROOVE,Comedy,KATHRYN COLEMAN,"Lethbridge, Canada",2005-08-22 04:15:05,4.99
LADYBUGS ARMAGEDDON,Games,DEREK BLAKELY,"Lethbridge, Canada",2005-08-22 04:15:48,4.99
SATURN NAME,Comedy,RYAN SALISBURY,"Woodridge, Australia",2005-08-22 04:16:56,4.99
MAIDEN HOME,New,DAVE GARDINER,"Woodridge, Australia",2005-08-22 04:20:55,8.99
GREATEST NORTH,Music,JAMES GANNON,"Woodridge, Australia",2005-08-22 04:26:34,6.99
SLUMS DUCK,Family,DAVID ROYAL,"Woodridge, Australia",2005-08-22 04:26:38,4.99
RULES HUMAN,Horror,FRANK WAGGONER,"Woodridge, Australia",2005-08-22 04:27:48,4.99
VANISHING ROCKY,Music,MYRTLE FLEMING,"Lethbridge, Canada",2005-08-22 04:31:37,6.99
CREEPERS KANE,Classics,ALFRED CASILLAS,"Woodridge, Australia",2005-08-22 04:31:50,4.99
GUYS FALCON,Sci-Fi,ALICE STEWART,"Lethbridge, Canada",2005-08-22 04:31:50,4.99
TRAMP OTHERS,Comedy,VELMA LUCAS,"Lethbridge, Canada",2005-08-22 04:34:22,0.99
APACHE DIVINE,Family,BRANDON HUEY,"Lethbridge, Canada",2005-08-22 04:38:18,6.99
LUCKY FLYING,Music,VICTORIA GIBSON,"Lethbridge, Canada",2005-08-22 04:44:09,2.99
SHOCK CABIN,Foreign,ANGEL BARCLAY,"Lethbridge, Canada",2005-08-22 04:52:13,2.99
VOICE PEACH,New,BERTHA FERGUSON,"Lethbridge, Canada",2005-08-22 04:53:35,0.99
INDEPENDENCE HOTEL,Documentary,MARILYN ROSS,"Lethbridge, Canada",2005-08-22 04:56:57,0.99
TEQUILA PAST,Children,MICHELE GRANT,"Woodridge, Australia",2005-08-22 05:06:38,6.99
GANDHI KWAI,Family,VIOLA HANSON,"Woodridge, Australia",2005-08-22 05:07:17,1.99
ROCK INSTINCT,Horror,CONNIE WALLACE,"Lethbridge, Canada",2005-08-22 05:08:58,0.99
SNATCH SLIPPER,Comedy,SONIA GREGORY,"Lethbridge, Canada",2005-08-22 05:12:24,4.99
KWAI HOMEWARD,Drama,MEGAN PALMER,"Woodridge, Australia",2005-08-22 05:13:05,3.99
RUSH GOODFELLAS,Family,LEON BOSTIC,"Lethbridge, Canada",2005-08-22 05:13:33,4.98
TROJAN TOMORROW,Sci-Fi,KIM CRUZ,"Lethbridge, Canada",2005-08-22 05:15:17,2.99
DARN FORRESTER,Action,KATIE ELLIOTT,"Woodridge, Australia",2005-08-22 05:31:53,4.99
WANDA CHAMBER,Games,GREG ROBINS,"Lethbridge, Canada",2006-02-14 15:16:03,4.99
TROOPERS METAL,New,KELLY KNOTT,"Lethbridge, Canada",2005-08-22 05:32:38,3.99
NOTTING SPEAKEASY,Drama,SALVADOR TEEL,"Woodridge, Australia",2005-08-22 05:38:32,1.99
CHICKEN HELLFIGHTERS,Documentary,ASHLEY RICHARDSON,"Lethbridge, Canada",2005-08-22 05:38:55,3.99
JOON NORTHWEST,Sports,ELMER NOE,"Woodridge, Australia",2005-08-22 05:40:39,0.99
DWARFS ALTER,Games,MICHELLE CLARK,"Lethbridge, Canada",2006-02-14 15:16:03,2.99
CONNECTICUT TRAMP,Sci-Fi,MAUREEN LITTLE,"Woodridge, Australia",2005-08-22 05:47:15,4.99
HUNGER ROOF,Foreign,RUSSELL BRINSON,"Lethbridge, Canada",2005-08-22 05:47:31,1.99
BOULEVARD MOB,New,DARREN WINDHAM,"Woodridge, Australia",2005-08-22 05:52:39,6.99
CLONES PINOCCHIO,Music,JEFFREY SPEAR,"Woodridge, Australia",2005-08-22 05:53:52,2.99
SCISSORHANDS SLUMS,Foreign,JENNIE TERRY,"Woodridge, Australia",2005-08-22 05:59:59,2.99
CANDLES GRAPES,Games,SUZANNE NICHOLS,"Woodridge, Australia",2005-08-22 06:01:26,4.99
FURY MURDER,Children,DAVID ROYAL,"Woodridge, Australia",2005-08-22 06:05:38,4.99
FATAL HAUNTED,New,THOMAS GRIGSBY,"Lethbridge, Canada",2005-08-22 06:07:10,2.99
SAVANNAH TOWN,Drama,NICOLE PETERSON,"Lethbridge, Canada",2005-08-22 06:07:52,1.99
OPUS ICE,Foreign,SHANE MILLARD,"Woodridge, Australia",2005-08-22 06:10:53,5.99
NASH CHOCOLAT,Animation,SUE PETERS,"Woodridge, Australia",2005-08-22 06:19:37,4.99
OUTFIELD MASSACRE,Music,ISAAC OGLESBY,"Woodridge, Australia",2005-08-22 06:20:07,2.99
CONNECTICUT TRAMP,Sci-Fi,RENEE LANE,"Lethbridge, Canada",2005-08-22 06:23:54,6.99
SHOCK CABIN,Foreign,ADRIAN CLARY,"Woodridge, Australia",2006-02-14 15:16:03,2.99
SILENCE KANE,Music,JOHNNIE CHISHOLM,"Woodridge, Australia",2005-08-22 06:26:16,0.99
GRADUATE LORD,Children,RYAN SALISBURY,"Woodridge, Australia",2005-08-22 06:30:10,2.99
HOUSE DYNAMITE,Family,DAVE GARDINER,"Woodridge, Australia",2005-08-22 06:30:28,2.99
RIDGEMONT SUBMARINE,New,JOANNE ROBERTSON,"Woodridge, Australia",2005-08-22 06:31:36,4.99
PITTSBURGH HUNCHBACK,Family,OSCAR AQUINO,"Woodridge, Australia",2005-08-22 06:37:43,7.99
MOCKINGBIRD HOLLYWOOD,Action,ERNEST STEPP,"Woodridge, Australia",2005-08-22 06:38:10,5.99
KISS GLORY,Foreign,REGINALD KINDER,"Lethbridge, Canada",2005-08-22 06:39:24,4.99
DINOSAUR SECRETARY,Family,ELEANOR HUNT,"Lethbridge, Canada",2005-08-22 06:45:53,2.99
CHRISTMAS MOONSHINE,Children,LENA JENSEN,"Woodridge, Australia",2005-08-22 06:45:57,2.99
BEHAVIOR RUNAWAY,Horror,KELLY TORRES,"Lethbridge, Canada",2005-08-22 06:46:03,4.99
RESURRECTION SILVERADO,Family,CARRIE PORTER,"Lethbridge, Canada",2005-08-22 06:46:59,1.99
CANDLES GRAPES,Games,ERIK GUILLEN,"Woodridge, Australia",2005-08-22 06:49:29,5.99
HEAVEN FREEDOM,Comedy,EUGENE CULPEPPER,"Lethbridge, Canada",2005-08-22 06:52:49,2.99
RULES HUMAN,Horror,DANIEL CABRAL,"Woodridge, Australia",2005-08-22 06:53:21,5.99
DANCES NONE,Action,VIOLA HANSON,"Woodridge, Australia",2005-08-22 07:07:50,3.99
CITIZEN SHREK,Sci-Fi,NORMA GONZALES,"Lethbridge, Canada",2005-08-22 07:13:15,0.99
KWAI HOMEWARD,Drama,JESSE SCHILLING,"Woodridge, Australia",2005-08-22 07:16:36,0.99
MONTEREY LABYRINTH,Horror,GABRIEL HARDER,"Lethbridge, Canada",2005-08-22 07:16:45,0.99
EGG IGBY,Documentary,CODY NOLEN,"Woodridge, Australia",2005-08-22 07:19:05,2.99
LADY STAGE,Horror,LONNIE TIRADO,"Woodridge, Australia",2005-08-22 07:20:55,9.99
GOSFORD DONNIE,Action,RAYMOND MCWHORTER,"Woodridge, Australia",2005-08-22 07:35:31,7.99
FORRESTER COMANCHEROS,Animation,HAZEL WARREN,"Lethbridge, Canada",2005-08-22 07:41:08,4.99
INDIAN LOVE,Family,HOLLY FOX,"Woodridge, Australia",2005-08-22 07:46:05,3.99
FIDELITY DEVIL,Horror,JEAN BELL,"Lethbridge, Canada",2005-08-22 07:47:07,4.99
TEQUILA PAST,Children,ELSIE KELLEY,"Woodridge, Australia",2005-08-22 07:48:01,4.99
CLASH FREDDY,Animation,BERNICE WILLIS,"Lethbridge, Canada",2005-08-22 07:50:44,4.99
WEST LION,Drama,GLENN PULLEN,"Lethbridge, Canada",2005-08-22 07:51:47,4.99
RUGRATS SHAKESPEARE,Action,RANDALL NEUMANN,"Woodridge, Australia",2005-08-22 07:52:18,1.99
TRAP GUYS,Foreign,MAURICE CRAWLEY,"Lethbridge, Canada",2005-08-22 07:52:31,4.99
MOONWALKER FOOL,Games,ANGELA HERNANDEZ,"Woodridge, Australia",2005-08-22 07:53:00,5.99
STEEL SANTA,Classics,TINA SIMMONS,"Woodridge, Australia",2005-08-22 07:53:14,4.99
PIANIST OUTFIELD,New,GERALDINE PERKINS,"Lethbridge, Canada",2005-08-22 07:54:58,0.99
NOTORIOUS REUNION,Documentary,HOLLY FOX,"Woodridge, Australia",2005-08-22 08:00:49,0.99
TROOPERS METAL,New,GLENDA FRAZIER,"Lethbridge, Canada",2005-08-22 08:06:00,0.99
SWEETHEARTS SUSPECTS,Children,SALLY PIERCE,"Woodridge, Australia",2005-08-22 08:11:24,3.99
OPEN AFRICAN,Sci-Fi,GREGORY MAULDIN,"Lethbridge, Canada",2005-08-22 08:15:44,4.99
PACIFIC AMISTAD,Documentary,ANNIE RUSSELL,"Woodridge, Australia",2005-08-22 08:20:15,0.99
SLEUTH ORIENT,Games,LORRAINE STEPHENS,"Woodridge, Australia",2005-08-22 08:21:21,1.99
DAUGHTER MADIGAN,Children,OLGA JIMENEZ,"Woodridge, Australia",2005-08-22 08:24:32,10.99
ARIZONA BANG,Classics,MILTON HOWLAND,"Woodridge, Australia",2005-08-22 08:30:17,6.99
GAMES BOWFINGER,Travel,ALEX GRESHAM,"Woodridge, Australia",2005-08-22 08:42:32,4.99
ANTHEM LUKE,Comedy,DEBBIE REYES,"Lethbridge, Canada",2005-08-22 08:42:45,4.99
SLEEPING SUSPECTS,Horror,LOUIS LEONE,"Lethbridge, Canada",2005-08-22 08:43:11,6.99
PET HAUNTING,Foreign,BETTY WHITE,"Woodridge, Australia",2005-08-22 08:43:50,6.99
CROSSROADS CASUALTIES,Animation,EDDIE TOMLIN,"Lethbridge, Canada",2005-08-22 08:47:35,3.99
SUNSET RACER,Family,CLARA SHAW,"Lethbridge, Canada",2005-08-22 08:47:44,1.99
RUN PACIFIC,New,JAY ROBB,"Lethbridge, Canada",2005-08-22 08:52:53,0.99
SALUTE APOLLO,New,MARGIE WADE,"Lethbridge, Canada",2005-08-22 08:54:12,3.99
BOUND CHEAPER,Classics,ROBIN HAYES,"Lethbridge, Canada",2006-02-14 15:16:03,0.99
BAREFOOT MANCHURIAN,Action,LESLIE SEWARD,"Woodridge, Australia",2005-08-22 08:55:43,5.99
BLADE POLISH,Drama,RAMONA HALE,"Woodridge, Australia",2005-08-22 08:56:48,2.99
HANKY OCTOBER,Sci-Fi,AMBER DIXON,"Lethbridge, Canada",2005-08-22 08:57:10,2.99
